order_id,customer_id,product_id,quantity,price,order_date,name,username,email,lat,lng
6588,5,26,1,15.87,2022-10-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3524,5,48,1,60.63,2022-10-28,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
2045,5,17,4,81.85,2022-11-01,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8315,5,22,4,55.19,2022-11-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8879,5,23,3,14.41,2022-11-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8528,5,20,9,68.97,2022-11-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5728,5,25,6,70.41,2022-11-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3867,5,41,1,39.51,2022-11-18,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
7162,5,26,5,25.16,2022-11-20,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6518,5,10,3,84.88,2022-11-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
2067,5,20,9,94.1,2022-11-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1524,5,25,3,85.19,2022-11-26,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3448,5,35,3,75.49,2022-11-26,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8523,5,20,7,72.37,2022-12-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1547,5,32,8,29.98,2022-12-06,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
7118,5,25,1,76.14,2022-12-06,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
4683,5,33,7,58.24,2022-12-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3602,5,26,10,50.25,2022-12-08,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
7262,5,35,4,21.27,2022-12-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5862,5,14,2,29.35,2022-12-12,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1896,5,42,4,40.66,2022-12-12,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1013,5,30,8,47.12,2022-12-16,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5199,5,41,8,72.3,2022-12-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8598,5,36,7,75.37,2022-12-30,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
2401,5,19,7,20.86,2023-01-01,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3805,5,13,8,12.43,2023-01-04,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1589,5,10,1,96.94,2023-01-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
4702,5,4,6,51.82,2023-01-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8265,5,36,6,92.18,2023-01-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5870,5,41,8,29.89,2023-01-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6929,5,27,5,95.59,2023-01-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8808,5,19,7,44.27,2023-01-29,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3896,5,10,8,93.34,2023-02-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8310,5,37,10,79.35,2023-02-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3994,5,48,6,63.09,2023-02-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
4935,5,39,5,50.66,2023-02-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
9233,5,24,8,42.94,2023-02-10,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6946,5,47,9,53.75,2023-02-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6998,5,23,4,84.19,2023-02-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3738,5,21,3,44.33,2023-02-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8154,5,18,7,61.47,2023-02-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
7088,5,39,8,36.11,2023-02-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
7968,5,47,1,21.08,2023-02-25,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5200,5,50,6,82.12,2023-02-28,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6105,5,47,2,44.45,2023-03-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8830,5,40,7,89.28,2023-03-08,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
4075,5,19,4,71.17,2023-03-20,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3139,5,1,6,37.99,2023-03-27,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3214,5,34,8,17.92,2023-04-03,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6090,5,44,2,42.54,2023-04-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
2038,5,16,3,32.14,2023-04-14,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
9557,5,14,7,67.62,2023-04-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1105,5,29,10,41.5,2023-04-19,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
4339,5,12,10,83.4,2023-04-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
7506,5,22,2,61.08,2023-04-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
1749,5,23,2,68.51,2023-04-30,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5104,5,4,1,70.7,2023-05-02,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
9989,5,49,6,16.67,2023-05-02,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
8426,5,35,6,33.38,2023-05-18,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
6131,5,24,5,58.6,2023-05-22,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
3569,5,47,9,19.35,2023-05-25,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342
5425,1,10,2,67.07,2022-06-01,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
2651,1,17,8,91.21,2022-06-04,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
6713,1,36,7,52.44,2022-06-05,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
5045,1,25,2,14.48,2022-06-12,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
4018,1,20,4,36.85,2022-06-18,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
3525,1,34,5,35.22,2022-06-21,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
9873,1,45,6,76.82,2022-06-23,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
2666,1,37,7,98.08,2022-06-28,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8366,1,31,9,32.02,2022-07-01,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
2114,1,47,8,25.77,2022-07-02,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
7234,1,17,4,68.7,2022-07-08,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8994,1,41,2,94.41,2022-07-13,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8766,1,21,9,83.49,2022-08-01,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
5580,1,49,8,82.69,2022-08-05,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
5940,1,25,10,33.56,2022-08-11,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
4998,1,26,3,17.55,2022-08-26,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
3390,1,3,9,28.51,2022-08-30,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
2390,1,41,3,80.94,2022-09-03,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
4241,1,8,5,60.46,2022-09-03,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8805,1,45,8,61.76,2022-09-12,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8884,1,5,7,61.65,2022-09-19,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
7717,1,2,9,16.51,2022-10-02,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
9597,1,33,1,78.88,2022-10-04,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
9726,1,6,6,50.54,2022-10-06,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
5163,1,41,4,30.44,2022-10-10,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8975,1,26,3,13.34,2022-10-11,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
6589,1,4,7,85.52,2022-10-17,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
2337,1,16,7,71.87,2022-10-24,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
3553,1,4,7,94.45,2022-10-28,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
3853,1,22,7,87.79,2022-11-16,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
3352,1,35,9,15.08,2022-11-19,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
5220,1,48,7,49.9,2022-11-19,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
4990,1,43,2,14.78,2022-11-29,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
1596,1,8,5,87.77,2022-12-09,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8043,1,44,7,25.36,2022-12-22,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
9720,1,32,3,18.8,2022-12-27,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
9762,1,47,8,17.26,2023-01-12,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
7894,1,49,8,89.78,2023-01-14,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8221,1,2,4,83.49,2023-01-15,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
8176,1,44,6,33.88,2023-01-16,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
5566,1,23,3,83.81,2023-01-21,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496
