order_id,customer_id,product_id,quantity,price,order_date,name,username,email,lat,lng,temperature,weather_description
9864,2,25,5,93.53,2022-07-24,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3608,2,8,8,84.48,2022-07-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2781,2,14,7,75.54,2022-07-27,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8368,2,5,2,56.93,2022-08-03,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2722,2,41,7,87.72,2022-08-03,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8097,2,11,7,33.33,2022-08-05,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1199,2,30,6,86.36,2022-08-06,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9420,2,1,4,11.07,2022-08-08,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2209,2,15,7,26.27,2022-08-19,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3073,2,28,7,33.16,2022-08-21,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3471,2,11,1,95.94,2022-08-23,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8312,2,27,9,36.15,2022-08-24,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1671,2,32,8,82.63,2022-08-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2508,2,38,6,29.28,2022-08-29,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
7492,2,30,6,80.75,2022-08-30,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
4544,2,44,8,18.89,2022-09-01,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1124,2,20,1,71.7,2022-09-04,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3405,2,30,5,87.77,2022-09-05,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2204,2,46,7,96.92,2022-09-10,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3438,2,37,7,37.78,2022-09-10,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1827,2,5,1,62.54,2022-09-11,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2734,2,17,8,77.01,2022-09-12,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
7745,2,4,10,34.82,2022-09-14,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6048,2,50,8,37.62,2022-09-16,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3908,2,1,5,32.64,2022-09-16,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2254,2,37,7,72.7,2022-09-19,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
5720,2,36,6,35.57,2022-09-20,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6903,2,36,5,45.92,2022-09-28,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6693,2,45,1,46.72,2022-10-02,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
4285,2,24,5,91.56,2022-10-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9256,2,38,9,70.36,2022-10-30,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
7120,2,47,6,28.92,2022-11-02,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8802,2,43,4,64.32,2022-11-04,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3037,2,35,5,28.87,2022-11-05,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8326,2,26,7,17.03,2022-11-14,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9387,2,46,4,39.21,2022-11-17,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9383,2,29,7,49.28,2022-11-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3695,2,50,3,32.78,2022-11-29,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9307,2,3,10,81.04,2022-12-01,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
5348,2,11,2,25.1,2022-12-07,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
7123,2,12,4,72.37,2022-12-18,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9740,2,13,2,15.14,2022-12-21,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6602,2,48,10,77.4,2022-12-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8118,2,36,8,98.15,2022-12-28,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1609,2,1,3,15.54,2022-12-29,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9586,2,26,3,66.24,2022-12-30,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
4490,2,25,7,75.96,2023-01-01,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9833,2,34,10,11.92,2023-01-06,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1010,2,1,6,31.79,2023-01-18,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2016,2,29,2,91.16,2023-01-19,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3847,2,29,5,52.7,2023-01-22,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3607,2,7,6,22.67,2023-01-31,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8182,2,6,9,60.87,2023-02-03,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2870,2,1,6,53.66,2023-02-06,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
4450,2,11,5,51.7,2023-02-22,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1949,2,36,3,20.1,2023-02-22,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6495,2,29,5,81.89,2023-02-26,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
4503,2,14,9,61.34,2023-02-26,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2867,2,22,4,76.39,2023-02-28,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8028,2,46,6,46.24,2023-03-02,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1835,2,33,3,73.75,2023-03-08,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6999,2,22,10,67.07,2023-03-20,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8702,2,27,2,74.89,2023-03-23,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6285,2,15,2,76.95,2023-03-26,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8668,2,40,4,16.26,2023-03-27,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
5973,2,25,6,52.79,2023-03-30,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6751,2,32,2,46.16,2023-04-08,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6906,2,37,7,47.08,2023-04-09,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9071,2,36,9,33.97,2023-04-11,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
6184,2,48,6,25.39,2023-04-20,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
5093,2,39,6,89.21,2023-04-21,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1152,2,17,4,69.07,2023-04-24,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
7036,2,2,7,86.05,2023-04-27,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
5996,2,11,9,99.78,2023-05-05,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9779,2,12,7,63.21,2023-05-08,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
4444,2,50,10,32.02,2023-05-09,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
7025,2,2,5,14.21,2023-05-12,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
9365,2,40,2,72.42,2023-05-12,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1068,2,38,4,57.68,2023-05-17,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
1376,2,42,5,65.77,2023-05-23,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3350,2,11,2,11.83,2023-05-23,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
3585,2,20,5,30.16,2023-05-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
8072,2,26,9,46.76,2023-05-25,Ervin Howell,Antonette,Shanna@melissa.tv,-43.9509,-34.4618,282.52,overcast clouds
2190,5,5,1,89.76,2022-06-01,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1973,5,27,9,71.51,2022-06-18,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5215,5,10,5,64.85,2022-06-20,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2334,5,40,3,35.6,2022-06-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1131,5,28,10,87.52,2022-07-02,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7855,5,42,7,57.17,2022-07-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4559,5,26,2,83.56,2022-07-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7843,5,45,10,70.21,2022-07-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7981,5,15,5,75.46,2022-07-19,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1733,5,8,9,52.73,2022-07-28,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3518,5,13,6,56.84,2022-08-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6096,5,31,7,63.27,2022-08-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1696,5,5,4,34.65,2022-08-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7004,5,1,8,12.96,2022-08-29,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5307,5,3,7,51.98,2022-09-01,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1549,5,14,9,71.57,2022-09-03,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1915,5,26,10,34.71,2022-09-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7785,5,33,7,49.97,2022-09-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1127,5,7,2,76.68,2022-09-18,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2684,5,41,3,20.41,2022-09-19,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3237,5,18,6,63.38,2022-09-22,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4745,5,19,9,23.65,2022-09-26,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7893,5,15,4,85.43,2022-09-26,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1030,5,2,5,91.05,2022-09-27,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1790,5,30,3,71.28,2022-09-28,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7267,5,45,2,61.82,2022-10-02,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2295,5,20,6,97.67,2022-10-04,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3710,5,21,3,79.49,2022-10-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2607,5,47,7,60.1,2022-10-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6224,5,28,1,67.03,2022-10-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2516,5,5,5,44.95,2022-10-12,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3862,5,50,9,16.12,2022-10-14,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
9085,5,15,1,66.31,2022-10-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6588,5,26,1,15.87,2022-10-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3524,5,48,1,60.63,2022-10-28,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2045,5,17,4,81.85,2022-11-01,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8315,5,22,4,55.19,2022-11-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8879,5,23,3,14.41,2022-11-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8528,5,20,9,68.97,2022-11-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5728,5,25,6,70.41,2022-11-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3867,5,41,1,39.51,2022-11-18,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7162,5,26,5,25.16,2022-11-20,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6518,5,10,3,84.88,2022-11-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2067,5,20,9,94.1,2022-11-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1524,5,25,3,85.19,2022-11-26,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3448,5,35,3,75.49,2022-11-26,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8523,5,20,7,72.37,2022-12-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1547,5,32,8,29.98,2022-12-06,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7118,5,25,1,76.14,2022-12-06,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4683,5,33,7,58.24,2022-12-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3602,5,26,10,50.25,2022-12-08,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7262,5,35,4,21.27,2022-12-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5862,5,14,2,29.35,2022-12-12,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1896,5,42,4,40.66,2022-12-12,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1013,5,30,8,47.12,2022-12-16,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5199,5,41,8,72.3,2022-12-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8598,5,36,7,75.37,2022-12-30,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2401,5,19,7,20.86,2023-01-01,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3805,5,13,8,12.43,2023-01-04,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1589,5,10,1,96.94,2023-01-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4702,5,4,6,51.82,2023-01-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8265,5,36,6,92.18,2023-01-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5870,5,41,8,29.89,2023-01-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6929,5,27,5,95.59,2023-01-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8808,5,19,7,44.27,2023-01-29,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3896,5,10,8,93.34,2023-02-05,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8310,5,37,10,79.35,2023-02-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3994,5,48,6,63.09,2023-02-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4935,5,39,5,50.66,2023-02-09,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
9233,5,24,8,42.94,2023-02-10,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6946,5,47,9,53.75,2023-02-11,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6998,5,23,4,84.19,2023-02-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3738,5,21,3,44.33,2023-02-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8154,5,18,7,61.47,2023-02-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7088,5,39,8,36.11,2023-02-24,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7968,5,47,1,21.08,2023-02-25,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5200,5,50,6,82.12,2023-02-28,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6105,5,47,2,44.45,2023-03-07,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8830,5,40,7,89.28,2023-03-08,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4075,5,19,4,71.17,2023-03-20,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3139,5,1,6,37.99,2023-03-27,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3214,5,34,8,17.92,2023-04-03,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6090,5,44,2,42.54,2023-04-13,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
2038,5,16,3,32.14,2023-04-14,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
9557,5,14,7,67.62,2023-04-15,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1105,5,29,10,41.5,2023-04-19,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
4339,5,12,10,83.4,2023-04-21,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
7506,5,22,2,61.08,2023-04-23,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
1749,5,23,2,68.51,2023-04-30,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5104,5,4,1,70.7,2023-05-02,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
9989,5,49,6,16.67,2023-05-02,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
8426,5,35,6,33.38,2023-05-18,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
6131,5,24,5,58.6,2023-05-22,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
3569,5,47,9,19.35,2023-05-25,Chelsey Dietrich,Kamren,Lucio_Hettinger@annie.ca,-31.8129,62.5342,292.47,overcast clouds
5425,1,10,2,67.07,2022-06-01,Leanne Graham,Bret,Sincere@april.biz,-37.3159,81.1496,288.79,light rain
